Movie Name,Year of Release,Duration,Genre,Certificate,Movie Rating,Description,Director,Stars,Votes,Gross,processed_description,description_sentiment
Better World,2010,118.0,Drama Romance            ,R,7.6,"life two Danish family cross , extraordinary risky friendship come bud . loneliness , frailty sorrow lie wait .",Susanne Bier,Mikael Persbrandt,41200,1.01,the lives of two danish families cross each other and an extraordinary but risky friendship comes into bud but loneliness frailty and sorrow lie in wait,low positive
Never Let Go,2010,103.0,Drama Romance Sci-Fi            ,R,7.1,"life three friend , early school day young adulthood , reality world live come knocking .",Mark Romanek,Keira Knightley,151583,2.43,the lives of three friends from their early school days into young adulthood when the reality of the world they live in comes knocking,low positive
Let,2010,116.0,Drama Fantasy Horror            ,R,7.1,bullied young boy befriends young female vampire life secrecy guardian .,Matt Reeves,Kodi SmitMcPhee,126346,12.13,a bullied young boy befriends a young female vampire who lives in secrecy with her guardian,low positive
Even Rain,2010,103.0,Drama History            ,Not Rated,7.4,"director crew shoot controversial film Christopher Columbus Cochabamba , Bolivia , local people rise plan privatize water supply .",Icíar Bollaín,Gael Garca Bernal,14115,0.56,as a director and his crew shoot a controversial film about christopher columbus in cochabamba bolivia local people rise up against plans to privatize the water supply,low positive
Sarah 's Key,2010,111.0,Drama War            ,PG-13,7.5,"modern-day Paris , journalist find life becoming entwined young girl whose family torn apart notorious Vel ' d'Hiv Roundup 1942 .",Gilles Paquet-Brenner,Kristin Scott Thomas,17803,7.69,in modernday paris a journalist finds her life becoming entwined with a young girl whose family was torn apart during the notorious vel dhiv roundup in 1942,low positive
Tilt,2010,94.0,Drama Romance            ,R,7.3,TILT love story set backdrop changing political social environment Europe late 1980s early '90s . love survive challenge emigration ... See full summary »,Viktor Chouchkov,Yavor Baharov,3546,0.0,tilt is a love story set against the backdrop of the changing political and social environment in europe in the late 1980s and early 90s can this love survive the challenges of emigration                see full summary »,low positive
Autograph,2010,131.0,Drama            ,R,7.4,"plot revolves around three life - superstar , young director theatre actress - coming together process making film , change forever . ... See full summary »",Srijit Mukherji,Prasenjit Chatterjee,2488,0.0,the plot revolves around three lives  a superstar a young director and a theatre actress  and how their coming together during the process of making a film changes them forever the                 see full summary »,low positive
King Devil 's Island,2010,116.0,Action Drama            ,Not Rated,7.5,"Norwegian winter , early 20th century . boy home Bastoy , new inmate lead boy violent uprising brutal regime . far willing go attain freedom ?",Marius Holst,Benjamin Helstad,19766,0.01,norwegian winter early 20th century on the boys home bastoy a new inmate leads the boys to a violent uprising against a brutal regime how far is he willing to go to attain freedom,low negative
Sans Soleil,1983,100.0,Documentary Drama            ,Not Rated,7.8,"woman narrates contemplative writing seasoned world traveler , focusing contemporary Japan .",Chris Marker,Amilcar Cabral,11974,0.03,a woman narrates the contemplative writings of a seasoned world traveler focusing on contemporary japan,low positive
El Sur,1983,95.0,Drama Mystery Romance            ,Not Rated,7.8,"woman reflects childhood relationship father , attempting understand depth despair truth myth .",Víctor Erice,Omero Antonutti,5899,0.0,a woman reflects on her childhood relationship with her father attempting to understand the depths of his despair and the truth of his myths,neutral
Utopia,1983,198.0,Drama            ,R,7.6,pimp upset woman sexy club decides pit collectively stand . die end .,Sohrab Shahid Saless,Manfred Zapatka,331,0.0,a pimp is upset with his women in his sexy club and decides to pit them against them each other so they cannot collectively stand up to him they all die at the end,low positive
City Pirates,1983,111.0,Adventure Drama Fantasy            ,Not Rated,7.3,"surreal odyssey melancholic maidservant cross path homicidal little boy , travel tiny island encounter man multiple personality .",Raúl Ruiz,Hugues Quester,1044,0.0,a surreal odyssey in which a melancholic maidservant crosses paths with a homicidal little boy travels to a tiny island and encounters a man with multiple personalities,low positive
Bless Little Hearts,1983,80.0,Drama            ,R,7.3,dramatic look life family Watts .,Billy Woodberry,Nate Hardman,484,0.0,a dramatic look into the life of a family in watts,low negative
"Blue Mountains , Unbelievable Story",1983,97.0,Comedy Drama            ,R,8.7,author - passive young man - enters Soviet-controlled bureaucracy Georgia attempting get novel published neglected compartmentalized every turn .,Eldar Shengelaia,Ramaz Giorgobiani,2168,0.0,an author  a passive young man  enters the sovietcontrolled bureaucracy of georgia attempting to get his novel published only to be neglected and compartmentalized at every turn,low positive
Three Crowns Sailor,1983,117.0,Adventure Drama Fantasy            ,Not Rated,7.1,drunken sailor recount surrealistic odyssey life story murderous student .,Raúl Ruiz,JeanBernard Guillard,1140,0.0,a drunken sailor recounts the surrealistic odyssey of his life story to a murderous student,neutral
Ballad Narayama,1983,130.0,Drama            ,Not Rated,7.8,"poor 19th century rural Japanese village , everyone reach age 70 climb nearby mountain die . elderly woman reaching close cut-off age last day family .",Shôhei Imamura,Ken Ogata,8943,0.0,in a poor 19th century rural japanese village everyone who reaches the age of 70 has to climb a nearby mountain to die an elderly woman is reaching close to her cutoff age during her last days with her family,low negative
El Norte,1983,141.0,Adventure Drama            ,R,7.7,"family killed government massacre , sibling Enrique Rosa flee Guatemala embark perilous journey `` El Norte `` : United States .",Gregory Nava,Zaide Silvia Gutirrez,5498,0.0,after their family is killed in a government massacre siblings enrique and rosa flee guatemala and embark on a perilous journey to el norte the united states,low negative
Jaane Bhi Yaaro,1983,132.0,Comedy Crime Drama            ,Not Rated,8.3,"Two photographer , employed magazine editor expose scandalous activity rich , come across corruption builder accidentally photograph murder .",Kundan Shah,Naseeruddin Shah,14611,0.0,two photographers who are employed by a magazine editor to expose the scandalous activities of the rich come across corruption by a builder and accidentally photograph a murder,low positive
Terence Davies Trilogy,1983,101.0,Drama            ,R,7.5,"Three autobiographical short film made seven year young gay man coming term Catholic schooling , homosexuality guilt , parent death , despair loneliness .",Terence Davies,Phillip Mawdsley,638,0.0,three autobiographical short films made over seven years about a young gay man coming to terms with his catholic schooling his homosexuality and guilt his parents and their deaths despair and loneliness,low positive
Farewell,1983,121.0,Drama            ,R,7.5,Matyora small village beautiful island name . existence village threatened flooding construction dam . story ... See full summary »,Elem Klimov,Stefaniya Stanyuta,743,0.0,matyora is a small village on a beautiful island with the same name the existence of the village is threatened with flooding by the construction of a dam this is the story of the                 see full summary »,low positive
Ardh Satya,1983,130.0,Crime Drama            ,R,8.1,"newly appointed police rookie deal corruption , romance , brutality .",Govind Nihalani,Om Puri,1977,0.0,a newly appointed police rookie deals with corruption romance and brutality,low positive
Masoom,1983,165.0,Drama Family            ,Not Rated,8.4,happy family go turbulent time big mistake one family member .,Shekhar Kapur,Naseeruddin Shah,4341,0.0,a happy family goes through turbulent times because of a big mistake by one of the family members,low positive
Silence Lambs,1991,118.0,Crime Drama Thriller            ,R,8.6,"young F.B.I . cadet must receive help incarcerated manipulative cannibal killer help catch another serial killer , madman skin victim .",Jonathan Demme,Jodie Foster,1516917,130.74,a young fbi cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer a madman who skins his victims,low positive
Wall,1983,117.0,Drama            ,Not Rated,8.0,Teens Turkish prison struggle survive hideous condition .,Yilmaz Güney,Tuncel Kurtiz,4382,0.0,teens in a turkish prison struggle to survive under hideous conditions,neutral
Merry Christmas Mr. Lawrence,1983,123.0,Drama War            ,R,7.2,"WWII , British colonel try bridge cultural divide British POW Japanese camp commander order avoid bloodshed .",Nagisa Ôshima,David Bowie,19621,2.31,during wwii a british colonel tries to bridge the cultural divides between a british pow and the japanese camp commander in order to avoid bloodshed,neutral
Rembetiko,1983,110.0,Biography Drama Music            ,R,8.1,"story group Rembetes , singer musician Greek equivalent blue , early decade 20th century , seen eye young female singer .",Costas Ferris,Sotiria Leonardou,3080,0.0,the story of a group of rembetes singers and musicians of the greek equivalent to the blues in the early decades of the 20th century seen through the eyes of a young female singer,low positive
